srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
59.166.0.8,16640.0,149.171.126.2,80.0,tcp,FIN,1.327091,1684,10168,31,29,3,5,http,9428.140625,57895.05078,14,18,255,255,703085231,2889073722,120,565,1,3924,9280.443235,8126.33125,1424240365,1424240366,102.057228,78.031824,0.000686,0.000546,0.00014,0,0,1.0,,,2,4,4,1,1,1,1,Benign,0
59.166.0.4,31738.0,149.171.126.7,80.0,tcp,FIN,1.074515,1684,10168,31,29,3,5,http,11644.32324,71503.89063,14,18,255,255,2458056068,313856364,120,565,1,3924,8783.606398,7691.22344,1421952967,1421952968,82.626923,63.174,0.00075,0.000554,0.000196,0,0,1.0,0.0,0.0,3,1,3,4,2,1,1,Benign,0
59.166.0.0,25000.0,149.171.126.1,80.0,tcp,FIN,1.249949,1684,10168,31,29,3,5,http,10010.00879,61468.10938,14,18,255,255,349658048,383719995,120,565,1,3924,9464.884446,8287.144864,1421952308,1421952310,96.119767,73.492882,0.000699,0.000566,0.000133,0,0,1.0,0.0,0.0,2,2,2,5,1,1,2,Benign,0
149.171.126.15,47439.0,175.45.176.3,53.0,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424247248,1424247248,0.007,0.0,0.0,0.0,0.0,0,0,,,,45,45,45,45,45,22,45,Benign,0
59.166.0.9,27163.0,149.171.126.5,53.0,udp,CON,0.000928,146,178,31,29,0,0,dns,629310.3125,767241.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424225265,1424225265,0.001,0.007,0.0,0.0,0.0,0,0,,,,2,3,5,2,2,1,1,Benign,0
59.166.0.9,26788.0,149.171.126.0,5190.0,tcp,FIN,0.005604,2048,2410,31,29,6,7,-,2802284.25,3309065.0,24,26,255,255,1426119586,3575979629,85,93,0,0,13.886299,0.0,1421941139,1421941139,0.228522,0.2018,0.000682,0.000548,0.000134,0,0,0.0,0.0,0.0,5,8,3,5,1,1,1,Benign,0
59.166.0.0,46402.0,149.171.126.9,33232.0,tcp,FIN,0.122016,4550,74896,31,29,7,33,-,294518.75,4849200.0,78,80,255,255,250643206,2404132068,58,936,0,0,89.034087,87.504067,1421964016,1421964016,1.580403,1.537671,0.000684,0.000537,0.000147,0,0,0.0,0.0,0.0,5,5,2,1,1,1,1,Benign,0
59.166.0.8,2891.0,149.171.126.7,52930.0,tcp,FIN,0.025873,2542,21874,31,29,7,14,-,766513.375,6602713.5,40,42,255,255,2261091577,126870515,64,521,0,0,43.783895,43.478114,1424242032,1424242032,0.653513,0.616902,0.001875,0.000577,0.001298,0,0,,,,6,5,1,2,1,1,2,Benign,0
59.166.0.3,9460.0,149.171.126.2,3211.0,udp,CON,0.036068,528,304,31,29,0,0,-,87834.09375,50571.14453,4,4,0,0,0,0,132,76,0,0,9.430684,10.814256,1421937926,1421937926,6.677,7.652333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,11,8,6,4,1,1,3,Benign,0
59.166.0.5,41939.0,149.171.126.6,38479.0,tcp,FIN,0.368192,4200,3080,31,29,7,7,-,87997.57031,64705.375,28,30,255,255,3513166439,1445195873,150,103,0,0,703.607902,17.38851,1424252514,1424252514,13.625148,13.128821,0.000733,0.000582,0.000151,0,0,,,,12,11,4,5,1,1,7,Benign,0
59.166.0.0,24452.0,149.171.126.7,24277.0,tcp,FIN,0.10931,3494,42510,31,29,7,22,-,251321.9219,3057579.25,58,58,255,255,263836182,264111323,60,733,0,0,110.459082,2.92841,1421952129,1421952129,1.911368,1.908386,0.000651,0.000525,0.000126,0,0,0.0,0.0,0.0,2,5,2,2,1,1,1,Benign,0
175.45.176.0,16475.0,149.171.126.11,179.0,tcp,FIN,0.824702,774,642,254,252,4,3,-,6974.640137,5713.578613,14,12,255,255,4213886285,4198102047,55,54,0,0,3672.396813,115.429742,1424225262,1424225263,61.218846,75.501102,0.126119,0.069686,0.056433,0,1,,,,3,3,1,9,1,1,3,Benign,0
175.45.176.1,1043.0,149.171.126.14,53.0,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253711,1424253711,0.003,0.0,0.0,0.0,0.0,0,2,,,,34,34,34,34,34,16,34,Generic,1
59.166.0.3,13942.0,149.171.126.7,80.0,tcp,FIN,1.236987,1684,10168,31,29,3,5,http,10114.90039,62112.21484,14,18,255,255,632926310,633961607,120,565,1,3924,9866.430468,8637.11851,1421953025,1421953026,95.126385,72.734647,0.000625,0.000494,0.000131,0,0,1.0,0.0,0.0,1,1,4,1,1,1,1,Benign,0
149.171.126.14,1043.0,175.45.176.1,53.0,udp,INT,5e-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252149,1424252149,0.005,0.0,0.0,0.0,0.0,0,0,,,,38,38,23,23,23,23,38,Benign,0
59.166.0.7,62876.0,149.171.126.5,53.0,udp,CON,0.001003,132,164,31,29,0,0,dns,526420.75,654037.9375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421942404,1421942404,0.011,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,2,3,3,1,1,1,Benign,0
59.166.0.7,58862.0,149.171.126.3,20036.0,tcp,FIN,0.046032,3390,40254,31,29,7,22,-,578727.8125,6875217.0,56,58,255,255,645649247,659100684,61,694,0,0,57.603152,56.66859,1424244209,1424244209,0.846556,0.8272,0.00067,0.000533,0.000137,0,0,,,,5,4,3,2,1,1,2,Benign,0
175.45.176.1,1043.0,149.171.126.14,53.0,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253561,1424253561,0.003,0.0,0.0,0.0,0.0,0,2,,,,16,16,16,16,16,16,16,Generic,1
59.166.0.5,57813.0,149.171.126.2,25931.0,tcp,FIN,0.020186,2542,23508,31,29,7,14,-,982463.125,9095017.0,40,42,255,255,918873946,941154841,64,560,0,0,0.0,31.24444,1424222480,1424222480,0.509615,0.480732,0.000593,0.000472,0.000121,0,0,,,,3,5,2,3,1,1,1,Benign,0
59.166.0.8,28139.0,149.171.126.3,111.0,udp,CON,0.011193,568,312,31,29,0,0,-,304476.0313,167247.3906,4,4,0,0,0,0,142,78,0,0,4.703911,4.182772,1424240508,1424240508,3.330667,2.959667,0.0,0.0,0.0,0,0,,,,3,5,3,3,1,1,3,Benign,0
59.166.0.5,36816.0,149.171.126.7,1588.0,tcp,FIN,0.023981,2766,28558,31,29,7,16,-,902047.5,9320045.0,44,46,255,255,508243252,2658152006,63,621,0,0,35.023811,33.193281,1421968963,1421968963,0.56219,0.519178,0.000756,0.000607,0.000149,0,0,0.0,0.0,0.0,5,2,1,3,1,1,1,Benign,0
59.166.0.0,1602.0,149.171.126.0,52310.0,tcp,FIN,0.405483,5072,3080,31,29,7,7,-,96497.26563,58754.62109,28,30,255,255,992411760,1109385974,181,103,0,0,859.984833,22.098736,1421934306,1421934307,15.002926,13.964241,0.000663,0.000516,0.000147,0,0,0.0,0.0,0.0,6,13,4,1,1,1,1,Benign,0
59.166.0.6,46622.0,149.171.126.9,6881.0,tcp,FIN,4.898686,18510,794992,31,29,29,284,-,30137.0625,1296228.375,326,628,255,255,3889267899,1747289091,57,1266,0,0,7404.043614,5310.415895,1424224124,1424224129,15.212279,7.812133,0.000599,0.000477,0.000122,0,0,,,,5,10,3,4,2,1,4,Benign,0
175.45.176.0,1043.0,149.171.126.10,53.0,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259515,1424259515,0.003,0.0,0.0,0.0,0.0,0,2,,,,15,15,15,15,15,15,15,Generic,1
59.166.0.9,6882.0,149.171.126.0,51590.0,tcp,FIN,0.22237,8928,320,31,29,4,1,ftp-data,298277.6563,9605.612305,14,6,255,255,617125288,3044521880,638,53,0,0,1569.498949,67.156539,1424235777,1424235777,17.105384,44.338801,0.000694,0.000554,0.00014,0,0,,,,4,3,3,7,1,1,4,Benign,0
59.166.0.4,1641.0,149.171.126.8,53.0,udp,CON,0.001132,146,178,31,29,0,0,dns,515901.0625,628975.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421967116,1421967116,0.008,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0.0,6,2,4,5,2,1,2,Benign,0
59.166.0.8,59927.0,149.171.126.6,53.0,udp,CON,0.001048,130,162,31,29,0,0,dns,496183.2188,618320.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424231568,1424231568,0.006,0.007,0.0,0.0,0.0,0,0,,,,2,2,1,1,1,1,1,Benign,0
59.166.0.3,17430.0,149.171.126.5,22.0,tcp,FIN,1.488782,12960,13306,31,29,35,33,ssh,69114.21094,70935.83594,132,126,255,255,1820505918,1820799984,98,106,0,0,816.784981,831.042178,1424232142,1424232143,11.364748,11.904744,0.000709,0.000569,0.00014,0,0,,,,1,1,1,5,1,1,2,Benign,0
59.166.0.5,64375.0,149.171.126.7,53.0,udp,CON,0.000916,130,162,31,29,0,0,dns,567685.625,707423.5625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421930647,1421930647,0.007,0.005,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,2,3,4,2,1,1,Benign,0
59.166.0.0,1160.0,149.171.126.7,17498.0,tcp,FIN,0.064718,3806,50974,31,29,7,26,-,463178.7188,6205630.5,64,66,255,255,3641132657,1513397769,59,772,0,0,65.793663,64.363822,1424244780,1424244780,1.021857,1.002359,0.000693,0.000563,0.00013,0,0,,,,1,1,1,1,1,1,1,Benign,0
175.45.176.1,65084.0,149.171.126.13,51402.0,tcp,FIN,0.574143,364,1198,62,252,1,2,ftp-data,4444.885742,14616.56738,8,8,255,255,1907215718,2295741550,46,150,0,0,5707.008477,159.798469,1424240751,1424240752,82.020429,75.355289,0.091514,0.045715,0.045799,0,1,,,,2,1,2,2,1,1,2,Exploits,1
175.45.176.1,31635.0,149.171.126.14,179.0,tcp,FIN,1.2512,904,556,254,252,5,3,-,5421.995117,3203.324951,16,10,255,255,646687837,3018364596,57,56,0,0,4072.960288,154.659437,1424251271,1424251272,81.073603,124.217219,0.219053,0.133237,0.085816,0,1,,,,4,4,2,1,1,1,4,Benign,0
59.166.0.2,41494.0,149.171.126.9,38140.0,udp,CON,0.01367,528,304,31,29,0,0,-,231748.3438,133430.875,4,4,0,0,0,0,132,76,0,0,6.230318,5.849895,1421956310,1421956310,4.408,4.143,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7,11,10,3,1,1,2,Benign,0
59.166.0.3,36905.0,149.171.126.2,53.0,udp,CON,0.001011,146,178,31,29,0,0,dns,577645.875,704253.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421929386,1421929386,0.003,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,5,3,3,2,2,2,Benign,0
59.166.0.3,5760.0,149.171.126.7,50955.0,tcp,FIN,0.028683,3286,36178,31,29,7,20,-,899766.4375,9896594.0,54,52,255,255,2168815514,23728942,61,696,0,0,33.946485,0.937563,1421966267,1421966267,0.534264,0.55149,0.000678,0.000545,0.000133,0,0,0.0,0.0,0.0,8,10,4,2,1,1,1,Benign,0
59.166.0.8,40002.0,149.171.126.4,38093.0,tcp,FIN,0.051993,2854,29218,31,29,7,17,-,429596.2813,4402131.0,46,48,255,255,3666848312,1552977300,62,609,0,0,73.621705,71.792908,1421945045,1421945045,1.148333,1.092915,0.000753,0.000615,0.000138,0,0,0.0,0.0,0.0,13,11,10,12,4,4,4,Benign,0
175.45.176.3,1043.0,149.171.126.18,53.0,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424231942,1424231942,0.01,0.0,0.0,0.0,0.0,0,2,,,,27,27,25,25,25,25,27,Generic,1
59.166.0.5,6885.0,149.171.126.2,5190.0,tcp,FIN,0.004317,1064,2260,31,29,4,4,-,1808663.375,3839703.5,12,12,255,255,2067301719,4212975829,89,188,0,0,18.356455,0.405539,1424231441,1424231441,0.361455,0.339,0.000721,0.000579,0.000142,0,0,,,,4,7,5,2,2,2,2,Benign,0
59.166.0.3,43923.0,149.171.126.1,80.0,tcp,FIN,1.307022,1684,10168,31,29,3,5,http,9572.907227,58784.01563,14,18,255,255,2471530901,330690169,120,565,1,3924,9056.05404,7928.883505,1424227354,1424227355,100.514077,76.856529,0.000569,0.000458,0.000111,0,0,1.0,,,3,2,2,3,1,1,1,Benign,0
175.45.176.1,47439.0,149.171.126.18,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238579,1424238579,0.009,0.0,0.0,0.0,0.0,0,2,,,,57,57,44,44,44,20,57,Generic,1
59.166.0.5,14412.0,149.171.126.4,80.0,tcp,FIN,1.005805,1580,10168,31,29,3,5,http,11525.09668,76388.5625,12,18,255,255,2606117354,2611324500,132,565,1,3924,9530.676833,7675.3983,1424239849,1424239850,91.404909,59.134001,0.000652,0.000523,0.000129,0,0,1.0,,,1,3,3,8,1,1,2,Benign,0
175.45.176.1,47439.0,149.171.126.14,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254869,1424254869,0.009,0.0,0.0,0.0,0.0,0,2,,,,15,15,12,12,11,11,16,Generic,1
59.166.0.2,42971.0,149.171.126.8,6881.0,tcp,FIN,2.248394,13142,548216,31,29,21,197,-,46557.67578,1946153.5,228,438,255,255,3959789156,3965380701,58,1252,0,0,3461.809276,2497.78488,1421943499,1421943501,9.903216,5.155766,0.000593,0.000475,0.000118,0,0,0.0,0.0,0.0,8,6,1,2,1,1,1,Benign,0
59.166.0.0,3640.0,149.171.126.3,32287.0,udp,CON,0.001813,512,304,31,29,0,0,-,1694429.125,1006067.313,4,4,0,0,0,0,128,76,0,0,0.64678,0.318911,1421945527,1421945527,0.466333,0.23,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,13,9,4,1,1,4,Benign,0
175.45.176.3,1043.0,149.171.126.18,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233789,1424233789,0.009,0.0,0.0,0.0,0.0,0,2,,,,40,40,22,23,22,22,40,Generic,1
149.171.126.14,47439.0,175.45.176.1,53.0,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254604,1424254604,0.007,0.0,0.0,0.0,0.0,0,0,,,,39,39,21,21,21,9,39,Benign,0
59.166.0.2,10350.0,149.171.126.5,6881.0,tcp,FIN,4.498897,13766,548216,31,29,21,197,-,24377.53125,972620.625,240,438,255,255,2425561859,2453388794,57,1252,0,0,4352.792161,3242.913194,1424239180,1424239184,18.822593,10.293836,0.000621,0.00049,0.000131,0,0,,,,6,2,1,3,1,1,1,Benign,0
59.166.0.5,64573.0,149.171.126.8,6881.0,tcp,FIN,20.441183,25680,1094788,31,29,38,390,-,10028.38281,427964.6563,458,858,255,255,2864794397,2982124790,56,1276,0,0,17051.44536,12445.3616,1421945140,1421945160,44.728361,23.851333,0.000764,0.000602,0.000162,0,0,0.0,0.0,0.0,15,14,10,16,8,8,8,Benign,0
59.166.0.6,57824.0,149.171.126.2,25.0,tcp,FIN,0.1587,37892,3276,31,29,19,8,smtp,1874782.5,161058.5938,54,40,255,255,1175087050,3325725957,702,82,0,0,401.235273,14.099852,1424223841,1424223841,3.104804,4.055103,0.00068,0.000548,0.000132,0,0,,,,2,1,1,2,1,1,1,Benign,0
59.166.0.4,33139.0,149.171.126.8,80.0,tcp,FIN,1.072028,1580,10168,31,29,3,5,http,10813.15039,71669.76563,12,18,255,255,711883621,712910196,132,565,0,0,9955.564632,8020.586709,1424242838,1424242839,97.42427,63.028001,0.0007,0.000548,0.000152,0,0,,,,3,2,3,3,2,1,2,Benign,0
10.40.85.30,0.0,10.40.85.1,0.0,arp,CON,30.982216,184,112,0,0,0,0,-,35.633347,21.689863,4,4,0,0,0,0,46,28,0,0,15491.779,15491.775,1421966691,1421966722,15491.926,15491.926,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,2,2,2,2,2,2,Benign,0
59.166.0.1,7112.0,149.171.126.1,49149.0,tcp,FIN,0.042503,2766,27852,31,29,7,16,-,508952.3125,5128485.0,44,46,255,255,2019268026,2102972766,63,605,0,0,63.395227,60.526572,1421953321,1421953321,0.981,0.933711,0.00059,0.000471,0.000119,0,0,0.0,0.0,0.0,3,6,2,2,1,1,1,Benign,0
175.45.176.1,47439.0,149.171.126.18,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424237610,1424237610,0.009,0.0,0.0,0.0,0.0,0,2,,,,28,28,11,11,11,11,28,Generic,1
59.166.0.1,50929.0,149.171.126.5,5190.0,tcp,FIN,0.004691,1036,2262,31,29,4,4,-,1620123.625,3536985.75,12,12,255,255,1916858030,4066771524,86,189,0,0,19.740365,0.450066,1421937472,1421937472,0.393,0.365909,0.000809,0.000655,0.000154,0,0,0.0,0.0,0.0,4,4,3,1,1,1,1,Benign,0
59.166.0.8,62287.0,149.171.126.8,53.0,udp,CON,0.001041,146,178,31,29,0,0,dns,560999.0625,683957.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424236483,1424236483,0.009,0.007,0.0,0.0,0.0,0,0,,,,4,3,6,6,2,1,2,Benign,0
59.166.0.0,45161.0,149.171.126.3,44372.0,tcp,FIN,0.018329,2974,33572,31,29,7,18,-,1271427.75,14360194.0,48,50,255,255,1226018918,1226332831,62,671,0,0,21.409353,20.201986,1421931268,1421931268,0.381638,0.361796,0.000726,0.000591,0.000135,0,0,0.0,0.0,0.0,15,4,3,9,1,1,1,Benign,0
59.166.0.8,53242.0,149.171.126.4,3070.0,tcp,FIN,0.032689,2750,27344,31,29,7,16,-,657835.9375,6546544.5,44,46,255,255,2770958179,2771208165,63,594,0,0,0.0,55.901133,1421949950,1421949950,0.752395,0.731068,0.000705,0.000518,0.000187,0,0,0.0,0.0,0.0,11,5,3,7,1,1,2,Benign,0
59.166.0.6,37361.0,149.171.126.8,5190.0,tcp,FIN,0.315541,1272,2572,31,29,4,4,-,30246.46484,61608.47656,16,18,255,255,2228400521,83399695,80,143,0,0,1166.816326,29.387199,1421970007,1421970007,21.010999,18.523529,0.000792,0.000634,0.000158,0,0,0.0,0.0,0.0,4,6,3,3,1,1,1,Benign,0
59.166.0.0,58236.0,149.171.126.1,80.0,tcp,FIN,1.005742,1580,10168,31,29,3,5,http,11525.81934,76393.35156,12,18,255,255,2877516014,2878567945,132,565,1,3924,9529.732023,7674.991489,1421958870,1421958871,91.397997,59.128352,0.000665,0.000555,0.00011,0,0,1.0,0.0,0.0,3,2,9,5,3,1,1,Benign,0
59.166.0.2,61644.0,149.171.126.0,60384.0,tcp,FIN,0.79141,4624,3080,31,29,7,7,-,45073.98047,30103.23242,28,30,255,255,2879018757,3238996434,165,103,0,0,1845.364661,49.245941,1424237749,1424237750,29.300149,27.271379,0.000649,0.000536,0.000113,0,0,,,,3,3,3,2,1,1,2,Benign,0
59.166.0.4,31374.0,149.171.126.3,6881.0,tcp,FIN,0.017918,1540,1644,31,29,4,4,-,644714.8125,693380.9375,16,18,255,255,3514234215,3515100097,96,91,0,0,71.254207,2.022147,1424219915,1424219915,1.174133,1.026294,0.000591,0.000467,0.000124,0,0,,,,14,11,7,8,6,1,11,Benign,0
59.166.0.7,36823.0,149.171.126.4,6881.0,tcp,FIN,0.083379,1540,1644,31,29,4,4,-,138548.0781,149006.3438,16,18,255,255,1969536682,4139147886,96,91,0,0,489.34906,14.48652,1421944075,1421944075,5.535267,4.876706,0.000604,0.000471,0.000133,0,0,0.0,0.0,0.0,3,11,9,7,3,1,3,Benign,0
149.171.126.14,47439.0,175.45.176.1,53.0,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253008,1424253008,0.009,0.0,0.0,0.0,0.0,0,0,,,,42,42,19,19,19,19,42,Benign,0
59.166.0.0,49948.0,149.171.126.2,6881.0,tcp,FIN,5.555252,13662,548216,31,29,21,197,-,19592.26953,787672.625,238,438,255,255,2462714274,2473043386,57,1252,0,0,8793.458475,6475.747342,1424228707,1424228713,23.438511,12.711197,0.000566,0.000454,0.000112,0,0,,,,10,16,1,4,1,1,2,Benign,0
59.166.0.5,30822.0,149.171.126.9,143.0,tcp,FIN,1.458838,7814,15476,31,29,30,32,-,42499.57813,84198.52344,122,126,255,255,998502941,3153901793,64,123,0,0,691.323258,682.60592,1421949321,1421949322,12.053636,11.666504,0.000654,0.000521,0.000133,0,0,0.0,0.0,0.0,6,5,4,3,1,1,1,Benign,0
59.166.0.7,20626.0,149.171.126.4,25.0,tcp,FIN,0.50289,37834,3172,31,29,19,8,smtp,590729.625,49139.97266,54,38,255,255,3690514950,1541834512,701,83,0,0,986.895286,35.521152,1424232782,1424232783,9.481679,13.579433,0.000562,0.000448,0.000114,0,0,,,,1,1,2,1,1,1,1,Benign,0
59.166.0.3,35804.0,149.171.126.9,6548.0,tcp,FIN,0.093965,3926,53634,31,29,7,27,-,329228.9688,4499207.0,66,68,255,255,1728356115,1728715084,59,789,0,0,83.389011,81.91424,1421954215,1421954215,1.440523,1.392537,0.000819,0.000654,0.000165,0,0,0.0,0.0,0.0,7,5,1,4,1,1,1,Benign,0
59.166.0.4,49384.0,149.171.126.0,80.0,tcp,FIN,1.011988,1580,10168,31,29,3,5,http,11454.68066,75921.84375,12,18,255,255,3245737669,1097096211,132,565,1,3924,9531.934426,7676.486127,1424259643,1424259644,91.96827,59.500705,0.000588,0.000473,0.000115,0,0,1.0,,,1,1,3,3,1,1,1,Benign,0
59.166.0.1,53541.0,149.171.126.2,58221.0,tcp,FIN,0.04996,4238,66042,31,29,7,30,-,669335.5,10436189.0,72,76,255,255,2239329920,2261212389,59,869,0,0,41.416026,41.407627,1424247841,1424247841,0.699084,0.658867,0.000684,0.000542,0.000142,0,0,,,,2,3,2,2,1,1,1,Benign,0
59.166.0.4,36658.0,149.171.126.6,15418.0,tcp,FIN,0.045987,2438,19918,31,29,7,13,-,412986.2813,3378520.0,38,40,255,255,759348523,2975853849,64,498,0,0,0.0,74.928966,1421948411,1421948411,1.204405,1.166641,0.000595,0.000484,0.000111,0,0,0.0,0.0,0.0,7,3,2,3,1,1,1,Benign,0
59.166.0.0,1778.0,149.171.126.2,25.0,tcp,FIN,0.490871,37210,3380,31,29,18,8,smtp,594779.5,53781.94922,52,42,255,255,2595047669,446442189,716,80,0,0,770.931028,25.03801,1424239244,1424239245,9.617549,11.958585,0.00072,0.000565,0.000155,0,0,,,,2,1,1,1,1,1,1,Benign,0
149.171.126.10,1043.0,175.45.176.0,53.0,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261600,1424261600,0.003,0.0,0.0,0.0,0.0,0,0,,,,37,37,18,18,18,18,37,Benign,0
59.166.0.5,4615.0,149.171.126.9,46727.0,tcp,FIN,0.049815,2662,23148,31,29,7,14,-,417384.3438,3628947.25,42,42,255,255,2937555976,812970579,63,551,0,0,71.260731,71.76179,1421951217,1421951217,1.207122,1.201049,0.00074,0.000569,0.000171,0,0,0.0,0.0,0.0,9,8,8,4,1,1,1,Benign,0
175.45.176.0,1043.0,149.171.126.12,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223530,1424223530,0.009,0.0,0.0,0.0,0.0,0,2,,,,12,12,8,8,8,8,12,Generic,1
59.166.0.0,26446.0,149.171.126.8,31872.0,tcp,FIN,0.066284,3182,39694,31,29,7,20,-,376682.1563,4702070.0,52,54,255,255,3332496019,3332792137,61,735,0,0,83.159292,81.542513,1421931135,1421931135,1.292882,1.240359,0.000661,0.000534,0.000127,0,0,0.0,0.0,0.0,2,5,3,1,1,1,1,Benign,0
59.166.0.1,12616.0,149.171.126.6,38474.0,tcp,FIN,0.085087,2126,12618,31,29,7,10,-,193684.1094,1151480.25,32,34,255,255,839132264,2988976825,66,371,0,0,0.0,184.814399,1421942892,1421942892,2.732839,2.562152,0.000632,0.000532,0.0001,0,0,0.0,0.0,0.0,3,4,2,1,1,1,1,Benign,0
175.45.176.2,28312.0,149.171.126.11,1723.0,tcp,FIN,0.877624,2548,354,254,252,2,1,-,20911.00586,2825.811523,10,8,255,255,142679480,3133005403,255,44,0,0,5150.153902,148.827828,1424227361,1424227361,92.718556,89.868859,0.311072,0.248534,0.062538,0,1,,,,9,4,1,2,1,1,4,Benign,0
59.166.0.1,30732.0,149.171.126.5,143.0,tcp,FIN,2.911018,7430,14728,31,29,27,32,-,20245.83984,40139.91016,117,120,255,255,2061627914,2100407754,64,123,0,0,1505.424819,1487.920606,1421945629,1421945632,25.091371,24.457463,0.000714,0.000577,0.000137,0,0,0.0,0.0,0.0,11,16,21,12,4,4,4,Benign,0
59.166.0.6,29846.0,149.171.126.2,22.0,tcp,FIN,0.321329,9400,12402,31,29,26,31,-,231837.1563,306128.625,106,116,255,255,2261149678,2261513824,89,107,0,0,192.820042,184.085233,1421932304,1421932304,3.057152,2.787835,0.000873,0.000717,0.000156,0,0,0.0,0.0,0.0,13,8,4,3,1,1,1,Benign,0
59.166.0.2,58889.0,149.171.126.3,25.0,tcp,FIN,0.43686,37612,3276,31,29,18,8,smtp,675529.9375,58508.44922,52,40,255,255,3562853380,3568652159,723,82,0,0,882.651498,30.060037,1424241325,1424241326,8.73032,11.187846,0.000664,0.000528,0.000136,0,0,,,,2,1,4,1,1,1,1,Benign,0
59.166.0.8,34413.0,149.171.126.0,25.0,tcp,FIN,0.022667,37220,3380,31,29,18,8,-,12883928.0,1164688.75,52,42,255,255,1605710836,3756331979,716,80,0,0,23.8615,0.903497,1421944880,1421944880,0.437588,0.539488,0.000676,0.000543,0.000133,0,0,0.0,0.0,0.0,6,13,14,9,2,2,2,Benign,0
59.166.0.2,60007.0,149.171.126.8,53.0,udp,CON,0.001355,146,178,31,29,0,0,dns,430996.3125,525461.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421942993,1421942993,0.011,0.004,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,3,2,3,1,1,1,Benign,0
59.166.0.0,20306.0,149.171.126.8,18274.0,tcp,FIN,0.012861,2542,23516,31,29,7,14,-,1542026.25,14280071.0,40,42,255,255,249940223,258694677,64,560,0,0,18.105984,17.662477,1421958937,1421958937,0.321256,0.30795,0.000673,0.000538,0.000135,0,0,0.0,0.0,0.0,11,13,1,2,1,1,1,Benign,0
